id,cod_municipio,cod_vereda,departamento,municipio,vereda,vigencia,fuente,descripcion,seudonimos,area_ha,cod_dpto,observaciones
2,27810,27810007,CHOCÓ,UNIÓN PANAMERICANA,SAN RAFAEL EL DOS,2010,ESRI,CON CENTRO POBLADO,1,"2562,613364",27,
3,27810,27810003,CHOCÓ,UNIÓN PANAMERICANA,PLAN DE RASPADURA,2010,ESRI,CON CENTRO POBLADO,1,"1180,626499",27,
4,27810,27810004,CHOCÓ,UNIÓN PANAMERICANA,QUIADÓ,2010,ESRI,NULL,1,"1592,758604",27,
7,27810,27810005,CHOCÓ,UNIÓN PANAMERICANA,SALERO,2010,ESRI,NULL,1,"3908,101166",27,
10,27800,27800003,CHOCÓ,UNGUÍA,SANTA MARIA,INDF,POT,CON CENTRO POBLADO,1,"24529,549",27,
16,27787,27787006,CHOCÓ,TADÓ,CHARCO NEGRO,INDF,DESCONOCIDA,SE REDUJO EN 70% DEL AREA INICIAL,1,"340,0315562",27,
18,27787,27787008,CHOCÓ,TADÓ,EL TAPÓN,INDF,DESCONOCIDA,NULL,1,"1121,684089",27,
19,27787,27787009,CHOCÓ,TADÓ,ESPERANZA,INDF,DESCONOCIDA,SE REDUJO EN 70% DEL AREA INICIAL,1,"990,4467391",27,
23,27787,27787010,CHOCÓ,TADÓ,IBORDÓ,INDF,DESCONOCIDA,SE REDUJO EN 50% DEL AREA INICIAL,1,"1217,373098",27,
24,27787,27787016,CHOCÓ,TADÓ,YERRECUY,INDF,DESCONOCIDA,"AUMENTO EN UN 40% DE SU AREA INICIAL, CONTIENE CP",1,"3511,528673",27,
26,27787,27787017,CHOCÓ,TADÓ,OSCORDO,2017,IGAC_2016,SE REDUJO EN 80% DEL AREA INICIAL,1,"29518,19654",27,
27,27745,27745002,CHOCÓ,SIPÍ,274058,2013,CODIGO POSTAL,NULL,1,"62052,87859",27,
29,27660,27660001,CHOCÓ,SAN JOSÉ DEL PALMAR,SIN DEFINIR,2017,IGAC 2016,NULL,1,"68363,7271",27,CAPTURADO DE LA CAPA DE VEREDA DEL IGAC
31,27615,27615050,CHOCÓ,RIOSUCIO,SIN DEFINIR,INDF,ESRI,NULL,1,"18875,7268",27,
32,27615,27615061,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615061),INDF,ESRI,NULL,1,"12429,9018",27,
33,27615,27615063,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615063),INDF,ESRI,NULL,1,"9188,08404",27,
34,27615,27615062,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615062),INDF,ESRI,NULL,1,"10645,01468",27,
35,27615,27615060,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615060),INDF,ESRI,NULL,1,"10142,60582",27,
36,27615,27615057,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615057),2017,ESRI,,1,"9802,789219",27,CAMBIO DE FORMA POR LIMITE MUNICIPAL IGAC_2016
37,27615,27615058,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615058),INDF,ESRI,NULL,1,"11250,382",27,
38,27615,27615059,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615059),INDF,ESRI,NULL,1,"1392,869018",27,
39,27615,27615056,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615056),INDF,ESRI,NULL,1,"2442,354527",27,
40,27615,27615054,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615054),INDF,ESRI,NULL,1,"10582,30998",27,
41,27615,27615055,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615055),INDF,ESRI,NULL,1,"4105,928736",27,
42,27615,27615053,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615053),INDF,ESRI,NULL,1,"2076,996",27,
43,27615,27615023,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615023),INDF,ESRI,NULL,1,"12240,88894",27,
44,27615,27615016,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615016),INDF,ESRI,NULL,1,"19038,55947",27,
45,27615,27615052,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615052),INDF,ESRI,NULL,1,"3530,113798",27,
46,27615,27615051,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615051),INDF,ESRI,NULL,1,"8342,702869",27,
47,27615,27615049,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615049),INDF,ESRI,NULL,1,"10596,92666",27,
48,27615,27615048,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615048),INDF,ESRI,NULL,1,"15333,15358",27,
49,27615,27615047,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615047),INDF,ESRI,NULL,1,"2261,787413",27,
50,27615,27615046,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615046),INDF,ESRI,NULL,1,"14667,37707",27,
51,27615,27615022,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615022),INDF,ESRI,NULL,1,"2235,780393",27,
52,27615,27615045,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615045),INDF,ESRI,NULL,1,"9793,114603",27,
53,27615,27615076,CHOCÓ,RIOSUCIO,ANTAZALES,INDF,ESRI,NULL,1,"12270,90104",27,
54,27615,27615044,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615044),INDF,ESRI,NULL,1,"248,7659868",27,
55,27615,27615033,CHOCÓ,RIOSUCIO,LA PRIMAVERA,INDF,ESRI,NULL,1,"1749,678254",27,
56,27615,27615007,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615007),INDF,ESRI,NULL,1,"10421,58004",27,
57,27615,27615006,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615006),INDF,ESRI,NULL,1,"14652,27531",27,
58,27615,27615042,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615042),INDF,ESRI,NULL,1,"464,911732",27,
59,27615,27615041,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615041),INDF,ESRI,NULL,1,"112,6079089",27,
60,27615,27615066,CHOCÓ,RIOSUCIO,BELEN DE BAJIRÁ,2017,ESRI,NULL,1,"12804,75222",27,
61,27615,27615040,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615040),INDF,ESRI,NULL,1,"9655,220411",27,
62,27615,27615039,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615039),INDF,ESRI,NULL,1,"10282,50086",27,
63,27615,27615037,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615037),INDF,ESRI,NULL,1,"14418,5356",27,
64,27615,27615093,CHOCÓ,RIOSUCIO,LOS CEDROS,2017,IGAC_2016,NULL,1,"2385,767365",27,CAMBIO DEPARTAMENTAL
65,27615,27615074,CHOCÓ,RIOSUCIO,EUGENIA ABAJO,INDF,ESRI,NULL,1,"2256,71966",27,
66,27615,27615072,CHOCÓ,RIOSUCIO,EUGENIA ARRIBA,INDF,ESRI,NULL,1,"233,1566978",27,
67,27615,27615005,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615005),INDF,ESRI,NULL,1,"12683,46422",27,
68,27615,27615088,CHOCÓ,RIOSUCIO,NUEVA ESPERANZA,2017,IGAC_2016,NULL,1,"6063,592969",27,CAMBIO DEPARTAMENTAL
69,27615,27615071,CHOCÓ,RIOSUCIO,EUGENIA MEDIA,INDF,ESRI,NULL,1,"1150,576759",27,
70,27615,27615075,CHOCÓ,RIOSUCIO,TIERRADENTRO,INDF,ESRI,NULL,1,"17371,255",27,
71,27615,27615068,CHOCÓ,RIOSUCIO,EL CAIMAN,INDF,ESRI,NULL,1,"1366,06904",27,
72,27615,27615069,CHOCÓ,RIOSUCIO,GUACAMAYA,INDF,ESRI,NULL,1,"1394,995822",27,
73,27615,27615013,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615013),INDF,ESRI,NULL,1,"10079,45433",27,
75,27615,27615014,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615014),INDF,ESRI,NULL,1,"14846,87632",27,
76,27615,27615002,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615002),INDF,ESRI,NULL,1,"17434,97633",27,
77,27615,27615011,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615011),INDF,ESRI,NULL,1,"17661,68752",27,
78,27615,27615032,CHOCÓ,RIOSUCIO,TUMARADOCITO,INDF,ESRI,NULL,1,"22434,09726",27,
79,27615,27615065,CHOCÓ,RIOSUCIO,EL CEDRO,2017,ESRI,NULL,1,"1561,245218",27,
80,27615,27615031,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615031),INDF,ESRI,NULL,1,"11122,04187",27,
81,27615,27615030,CHOCÓ,RIOSUCIO,LA FLORIDA,INDF,ESRI,NULL,1,"5587,006151",27,
82,27615,27615029,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615029),INDF,ESRI,NULL,1,"15674,89984",27,
83,27615,27615028,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615028),INDF,ESRI,NULL,1,"13546,89888",27,
84,27615,27615026,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615026),INDF,ESRI,NULL,1,"8016,402138",27,
85,27615,27615025,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615025),INDF,ESRI,NULL,1,"8456,789531",27,
86,27615,27615024,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615024),INDF,ESRI,NULL,1,"313,6112258",27,
87,27615,27615004,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615004),INDF,ESRI,NULL,1,"98623,73298",27,
88,27615,27615001,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615001),INDF,ESRI,NULL,1,"13117,08139",27,
89,27615,27615020,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615020),INDF,ESRI,NULL,1,"993,0995577",27,
90,27615,27615009,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615009),INDF,ESRI,NULL,1,"64594,18302",27,
91,27615,27615019,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615019),INDF,ESRI,NULL,1,"7816,844689",27,
92,27615,27615064,CHOCÓ,RIOSUCIO,PUEBLO REGADO,INDF,ESRI,NULL,1,"42180,12683",27,
93,27615,27615017,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615017),INDF,ESRI,NULL,1,"13753,01196",27,
94,27615,27615018,CHOCÓ,RIOSUCIO,SIN DEFINIR (27615018),INDF,ESRI,NULL,1,"10348,00149",27,
95,27600,27600062,CHOCÓ,RÍO QUITO,SIN DEFINIR,INDF,ESRI,NULL,1,"747,2788944",27,
96,27600,27600044,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600044),INDF,ESRI,NULL,1,"1558,367475",27,
97,27600,27600043,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600043),INDF,ESRI,NULL,1,"1388,720384",27,
98,27600,27600042,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600042),INDF,ESRI,NULL,1,"478,680145",27,
99,27600,27600041,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600041),INDF,ESRI,NULL,1,"1871,308018",27,
100,27600,27600040,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600040),INDF,ESRI,NULL,1,"1964,023347",27,
102,27600,27600038,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600038),INDF,ESRI,NULL,1,"1011,938834",27,
103,27600,27600037,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600037),INDF,ESRI,NULL,1,"1451,349794",27,
104,27600,27600036,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600036),INDF,ESRI,NULL,1,"2350,747531",27,
105,27600,27600035,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600035),INDF,ESRI,NULL,1,"447,2575555",27,
106,27600,27600034,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600034),INDF,ESRI,NULL,1,"1804,184065",27,
107,27600,27600033,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600033),INDF,ESRI,NULL,1,"2016,843496",27,
108,27600,27600001,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600001),INDF,ESRI,NULL,1,"2465,400008",27,
109,27600,27600032,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600032),INDF,ESRI,NULL,1,"2263,127199",27,
110,27600,27600031,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600031),INDF,ESRI,NULL,1,"1992,810884",27,
111,27600,27600030,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600030),INDF,ESRI,NULL,1,"398,4352943",27,
112,27600,27600029,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600029),INDF,ESRI,NULL,1,"363,096003",27,
113,27600,27600028,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600028),INDF,ESRI,NULL,1,"140,5989286",27,
114,27600,27600027,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600027),INDF,ESRI,NULL,1,"1882,887893",27,
115,27600,27600026,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600026),INDF,ESRI,NULL,1,"361,8871619",27,
116,27600,27600025,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600025),INDF,ESRI,NULL,1,"607,5471845",27,
117,27600,27600024,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600024),INDF,ESRI,NULL,1,"1217,949687",27,
118,27600,27600022,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600022),INDF,ESRI,NULL,1,"715,9831639",27,
119,27600,27600023,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600023),INDF,ESRI,NULL,1,"378,822917",27,
120,27600,27600021,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600021),INDF,ESRI,NULL,1,"2306,706356",27,
121,27600,27600020,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600020),INDF,ESRI,NULL,1,"1982,973197",27,
122,27600,27600019,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600019),INDF,ESRI,NULL,1,"369,9758247",27,
123,27600,27600018,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600018),INDF,ESRI,NULL,1,"2308,103725",27,
124,27600,27600017,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600017),INDF,ESRI,NULL,1,"144,4581241",27,
125,27600,27600016,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600016),INDF,ESRI,NULL,1,"372,8160016",27,
126,27600,27600003,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600003),INDF,ESRI,NULL,1,"1058,128427",27,
127,27600,27600002,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600002),INDF,ESRI,NULL,1,"336,4601439",27,
128,27600,27600015,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600015),INDF,ESRI,NULL,1,"1440,285156",27,
129,27600,27600014,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600014),INDF,ESRI,NULL,1,"2107,281963",27,
130,27600,27600013,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600013),INDF,ESRI,NULL,1,"1546,758351",27,
131,27600,27600012,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600012),INDF,ESRI,NULL,1,"301,5243267",27,
132,27600,27600011,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600011),INDF,ESRI,NULL,1,"391,0024615",27,
133,27600,27600010,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600010),INDF,ESRI,NULL,1,"276,726364",27,
134,27600,27600009,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600009),INDF,ESRI,NULL,1,"2445,319707",27,
135,27600,27600008,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600008),INDF,ESRI,NULL,1,"2116,45327",27,
136,27600,27600007,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600007),INDF,ESRI,NULL,1,"342,9228823",27,
137,27600,27600006,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600006),INDF,ESRI,NULL,1,"188,3311004",27,
138,27600,27600005,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600005),INDF,ESRI,NULL,1,"582,8693421",27,
139,27600,27600004,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600004),INDF,ESRI,NULL,1,"377,2847725",27,
140,27600,27600061,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600061),INDF,ESRI,NULL,1,"479,8894212",27,
141,27600,27600060,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600060),INDF,ESRI,NULL,1,"1540,394203",27,
142,27600,27600059,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600059),INDF,ESRI,NULL,1,"287,6345222",27,
143,27600,27600058,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600058),INDF,ESRI,NULL,1,"267,8498515",27,
144,27600,27600057,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600057),INDF,ESRI,NULL,1,"175,5914484",27,
145,27600,27600056,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600056),INDF,ESRI,NULL,1,"135,2780046",27,
146,27600,27600055,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600055),INDF,ESRI,NULL,1,"1242,176616",27,
147,27600,27600054,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600054),INDF,ESRI,NULL,1,"2190,432756",27,
148,27600,27600053,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600053),INDF,ESRI,NULL,1,"396,9039978",27,
149,27600,27600047,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600047),INDF,ESRI,NULL,1,"2041,479768",27,
150,27600,27600046,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600046),INDF,ESRI,NULL,1,"231,4860631",27,
151,27600,27600051,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600051),INDF,ESRI,NULL,1,"1426,758386",27,
152,27600,27600050,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600050),INDF,ESRI,NULL,1,"1657,378263",27,
153,27600,27600063,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600063),2017,IGAC_2016,NULL,1,"1230,959817",27,CAMBIO DE FORMA POR LIMITE MUNICIPAL IGAC_2016
154,27600,27600048,CHOCÓ,RÍO QUITO,SIN DEFINIR (27600048),INDF,ESRI,NULL,1,"2699,552843",27,
155,27580,27580004,CHOCÓ,RÍO IRÓ,ENCHARCAZON,2000,EOT RÍO IRÓ,SE REDUJO EN 60% DEL AREA INICIAL,1,"2244,057802",27,
156,27580,27580007,CHOCÓ,RÍO IRÓ,VIRO VIRO,2000,EOT RÍO IRÓ,NULL,1,"4536,387941",27,
157,27580,27580002,CHOCÓ,RÍO IRÓ,CORORO,2000,EOT RÍO IRÓ,NULL,1,"5565,029508",27,
158,27580,27580003,CHOCÓ,RÍO IRÓ,EL CEDRO,2000,EOT RÍO IRÓ,NULL,1,"2739,822702",27,
159,27580,27580005,CHOCÓ,RÍO IRÓ,SANTA BARBARA,2000,EOT RÍO IRÓ,NULL,1,"3205,129015",27,
162,27495,27495019,CHOCÓ,NUQUÍ,SIN DEFINIR,INDF,ESRI,NULL,1,"1040,180067",27,
163,27495,27495017,CHOCÓ,NUQUÍ,SIN DEFINIR (27495017),INDF,ESRI,NULL,1,"2034,461435",27,
164,27495,27495016,CHOCÓ,NUQUÍ,SIN DEFINIR (27495016),INDF,ESRI,NULL,1,"1271,183024",27,
165,27495,27495015,CHOCÓ,NUQUÍ,SIN DEFINIR (27495015),INDF,ESRI,NULL,1,"1067,620979",27,
166,27495,27495014,CHOCÓ,NUQUÍ,SIN DEFINIR (27495014),INDF,ESRI,NULL,1,"1792,964527",27,
167,27495,27495013,CHOCÓ,NUQUÍ,SIN DEFINIR (27495013),INDF,ESRI,NULL,1,"1941,264032",27,
168,27495,27495045,CHOCÓ,NUQUÍ,SIN DEFINIR (27495045),INDF,ESRI,NULL,1,"2148,251417",27,
169,27495,27495012,CHOCÓ,NUQUÍ,SIN DEFINIR (27495012),INDF,ESRI,NULL,1,"1943,949075",27,
170,27495,27495001,CHOCÓ,NUQUÍ,SIN DEFINIR (27495001),INDF,ESRI,NULL,1,"2043,627205",27,
171,27495,27495011,CHOCÓ,NUQUÍ,SIN DEFINIR (27495011),INDF,ESRI,NULL,1,"663,0789247",27,
172,27495,27495002,CHOCÓ,NUQUÍ,SIN DEFINIR (27495002),INDF,ESRI,NULL,1,"2295,738826",27,
173,27495,27495004,CHOCÓ,NUQUÍ,SIN DEFINIR (27495004),INDF,ESRI,NULL,1,"2289,260335",27,
174,27495,27495010,CHOCÓ,NUQUÍ,SIN DEFINIR (27495010),INDF,ESRI,NULL,1,"2724,899734",27,
175,27495,27495003,CHOCÓ,NUQUÍ,SIN DEFINIR (27495003),INDF,ESRI,NULL,1,"2068,048381",27,
176,27495,27495005,CHOCÓ,NUQUÍ,SIN DEFINIR (27495005),INDF,ESRI,NULL,1,"1543,239852",27,
177,27495,27495009,CHOCÓ,NUQUÍ,SIN DEFINIR (27495009),INDF,ESRI,NULL,1,"1996,102651",27,
178,27495,27495008,CHOCÓ,NUQUÍ,SIN DEFINIR (27495008),INDF,ESRI,NULL,1,"539,3493564",27,
179,27495,27495007,CHOCÓ,NUQUÍ,SIN DEFINIR (27495007),INDF,ESRI,NULL,1,"751,3435724",27,
180,27495,27495006,CHOCÓ,NUQUÍ,SIN DEFINIR (27495006),INDF,ESRI,NULL,1,"2267,120689",27,
181,27495,27495041,CHOCÓ,NUQUÍ,SIN DEFINIR (27495041),INDF,ESRI,NULL,1,"398,4661894",27,
182,27495,27495038,CHOCÓ,NUQUÍ,SIN DEFINIR (27495038),INDF,ESRI,NULL,1,"937,3851004",27,
183,27495,27495040,CHOCÓ,NUQUÍ,SIN DEFINIR (27495040),INDF,ESRI,NULL,1,"643,9532714",27,
184,27495,27495039,CHOCÓ,NUQUÍ,SIN DEFINIR (27495039),INDF,ESRI,NULL,1,"2883,536998",27,
185,27495,27495037,CHOCÓ,NUQUÍ,SIN DEFINIR (27495037),INDF,ESRI,NULL,1,"1089,592209",27,
186,27495,27495034,CHOCÓ,NUQUÍ,SIN DEFINIR (27495034),INDF,ESRI,NULL,1,"1767,028437",27,
187,27495,27495035,CHOCÓ,NUQUÍ,SIN DEFINIR (27495035),INDF,ESRI,NULL,1,"1819,094968",27,
188,27495,27495033,CHOCÓ,NUQUÍ,SIN DEFINIR (27495033),INDF,ESRI,NULL,1,"1141,84036",27,
189,27495,27495032,CHOCÓ,NUQUÍ,SIN DEFINIR (27495032),INDF,ESRI,NULL,1,"852,9770434",27,
190,27495,27495029,CHOCÓ,NUQUÍ,SIN DEFINIR (27495029),INDF,ESRI,NULL,1,"1558,266477",27,
191,27495,27495031,CHOCÓ,NUQUÍ,SIN DEFINIR (27495031),INDF,ESRI,NULL,1,"1684,943614",27,
192,27495,27495030,CHOCÓ,NUQUÍ,SIN DEFINIR (27495030),INDF,ESRI,NULL,1,"1789,341593",27,
193,27495,27495028,CHOCÓ,NUQUÍ,SIN DEFINIR (27495028),INDF,ESRI,NULL,1,"638,435851",27,
194,27495,27495027,CHOCÓ,NUQUÍ,SIN DEFINIR (27495027),INDF,ESRI,NULL,1,"917,1408861",27,
195,27495,27495026,CHOCÓ,NUQUÍ,SIN DEFINIR (27495026),INDF,ESRI,NULL,1,"559,7183806",27,
196,27495,27495025,CHOCÓ,NUQUÍ,SIN DEFINIR (27495025),INDF,ESRI,NULL,1,"1468,124572",27,
197,27495,27495047,CHOCÓ,NUQUÍ,SIN DEFINIR (27495047),INDF,ESRI,NULL,1,"740,5134311",27,
198,27495,27495046,CHOCÓ,NUQUÍ,SIN DEFINIR (27495046),INDF,ESRI,NULL,1,"552,8151882",27,
199,27495,27495024,CHOCÓ,NUQUÍ,SIN DEFINIR (27495024),INDF,ESRI,NULL,1,"2675,296648",27,
200,27495,27495023,CHOCÓ,NUQUÍ,SIN DEFINIR (27495023),INDF,ESRI,NULL,1,"2185,815751",27,
201,27495,27495020,CHOCÓ,NUQUÍ,SIN DEFINIR (27495020),INDF,ESRI,NULL,1,"1222,193501",27,
202,27495,27495022,CHOCÓ,NUQUÍ,SIN DEFINIR (27495022),INDF,ESRI,NULL,1,"1389,836728",27,
203,27495,27495043,CHOCÓ,NUQUÍ,SIN DEFINIR (27495043),INDF,ESRI,NULL,1,"1777,280117",27,
204,27495,27495021,CHOCÓ,NUQUÍ,SIN DEFINIR (27495021),INDF,ESRI,NULL,1,"555,9153116",27,
205,27495,27495049,CHOCÓ,NUQUÍ,SIN DEFINIR (27495049),2017,IGAC_2016,NULL,1,"3400,362122",27,CAMBIO DE FORMA POR LIMITE MUNICIPAL IGAC_2016
207,27450,27450011,CHOCÓ,MEDIO SAN JUAN,SIN DEFINIR,INDF,ESRI,NULL,1,"321,6345941",27,
208,27450,27450009,CHOCÓ,MEDIO SAN JUAN,SIN DEFINIR (27450009),INDF,ESRI,NULL,1,"24550,92961",27,
209,27450,27450003,CHOCÓ,MEDIO SAN JUAN,SIN DEFINIR (27450003),INDF,ESRI,NULL,1,"2306,580587",27,
210,27450,27450002,CHOCÓ,MEDIO SAN JUAN,SIN DEFINIR (27450002),INDF,ESRI,NULL,1,"2405,081836",27,
211,27450,27450006,CHOCÓ,MEDIO SAN JUAN,SIN DEFINIR (27450006),INDF,ESRI,NULL,1,"2915,91445",27,
212,27450,27450012,CHOCÓ,MEDIO SAN JUAN,SIN DEFINIR (27450012),INDF,ESRI,NULL,1,"2388,747369",27,
213,27450,27450008,CHOCÓ,MEDIO SAN JUAN,SIN DEFINIR (27450008),INDF,ESRI,NULL,1,"19716,0632",27,
214,27450,27450004,CHOCÓ,MEDIO SAN JUAN,SIN DEFINIR (27450004),INDF,ESRI,NULL,1,"2430,64494",27,
215,27450,27450007,CHOCÓ,MEDIO SAN JUAN,SIN DEFINIR (27450007),INDF,ESRI,NULL,1,"636,1536703",27,
216,27450,27450005,CHOCÓ,MEDIO SAN JUAN,SIN DEFINIR (27450005),INDF,ESRI,NULL,1,"803,7455188",27,
217,27450,27450001,CHOCÓ,MEDIO SAN JUAN,SIN DEFINIR (27450001),INDF,ESRI,NULL,1,"842,0494257",27,
218,27450,27450010,CHOCÓ,MEDIO SAN JUAN,SIN DEFINIR (27450010),INDF,ESRI,NULL,1,"5909,683346",27,
219,27430,27430109,CHOCÓ,MEDIO BAUDÓ,SIN DEFINIR,INDF,ESRI,NULL,1,"1905,662338",27,
220,27430,27430108,CHOCÓ,MEDIO BAUDÓ,SIN DEFINIR (27430108),INDF,ESRI,NULL,1,"1427,7332",27,
221,27430,27430107,CHOCÓ,MEDIO BAUDÓ,SIN DEFINIR (27430107),INDF,ESRI,NULL,1,"1971,062056",27,
222,27430,27430110,CHOCÓ,MEDIO BAUDÓ,SIN DEFINIR (27430110),INDF,ESRI,NULL,1,"1474,141881",27,
223,27430,27430104,CHOCÓ,MEDIO BAUDÓ,SIN DEFINIR (27430104),INDF,ESRI,NULL,1,"399,1775707",27,
224,27430,27430105,CHOCÓ,MEDIO BAUDÓ,SIN DEFINIR (27430105),INDF,ESRI,NULL,1,"1781,384401",27,
225,27430,27430106,CHOCÓ,MEDIO BAUDÓ,SIN DEFINIR (27430106),INDF,ESRI,NULL,1,"213,0153759",27,
226,27430,27430103,CHOCÓ,MEDIO BAUDÓ,SIN DEFINIR (27430103),INDF,ESRI,NULL,1,"1053,975783",27,
227,27430,27430102,CHOCÓ,MEDIO BAUDÓ,SIN DEFINIR (27430102),INDF,ESRI,NULL,1,"279,3842147",27,
228,27430,27430101,CHOCÓ,MEDIO BAUDÓ,SIN DEFINIR (27430101),INDF,ESRI,NULL,1,"1335,874482",27,
229,27430,27430100,CHOCÓ,MEDIO BAUDÓ,SIN DEFINIR (27430100),INDF,ESRI,NULL,1,"1839,680739",27,
230,27430,27430099,CHOCÓ,MEDIO BAUDÓ,SIN DEFINIR (27430099),INDF,ESRI,NULL,1,"1484,129546",27,
231,27430,27430098,CHOCÓ,MEDIO BAUDÓ,SIN DEFINIR (27430098),INDF,ESRI,NULL,1,"828,0537498",27,
